monotonic,timestamp,url,flag,prefix_1,prefix_2,prefix_3,prefix_4,prefix_5,prefix_6,prefix_7,prefix_8
929842489,1190146243.836,http://en.wikipedia.org/wiki/Image:Convoys.jpg,-,http://en.wikipedia.org,wiki,Image:Convoys.jpg,,,,,
929842491,1190146243.861,http://es.wikipedia.org/w/index.php?title=-&action=raw&gen=css&maxage=2678400,-,http://es.wikipedia.org,w,index.php?title=-&action=raw&gen=css&maxage=2678400,,,,,
929842492,1190146243.827,http://fr.wikipedia.org/w/index.php?title=MediaWiki:Monobook.css&usemsgcache=yes&action=raw&ctype=text/css&smaxage=2678400,-,http://fr.wikipedia.org,w,index.php?title=MediaWiki:Monobook.css&usemsgcache=yes&action=raw&ctype=text,css&smaxage=2678400,,,,
929842494,1190146243.828,http://de.wikipedia.org/skins-1.5/monobook/headbg.jpg,-,http://de.wikipedia.org,skins-1.5,monobook,headbg.jpg,,,,
929842493,1190146243.823,http://upload.wikimedia.org/wikipedia/sk/b/bc/Wiki.png,-,http://upload.wikimedia.org,wikipedia,sk,b,bc,Wiki.png,,
929842500,1190146243.851,http://upload.wikimedia.org/math/1/6/5/165c4b1689f042f631e2a9d9adfdc745.png,-,http://upload.wikimedia.org,math,1,6,5,165c4b1689f042f631e2a9d9adfdc745.png,,
929842495,1190146243.844,http://meta.wikimedia.org/w/index.php?title=MediaWiki:Wikiminiatlas.js&action=raw&ctype=text/javascript&smaxage=21600&maxage=86400,-,http://meta.wikimedia.org,w,index.php?title=MediaWiki:Wikiminiatlas.js&action=raw&ctype=text,javascript&smaxage=21600&maxage=86400,,,,
929842496,1190146243.863,http://upload.wikimedia.org/wikipedia/commons/thumb/a/af/All_Gizah_Pyramids.jpg/400px-All_Gizah_Pyramids.jpg,-,http://upload.wikimedia.org,wikipedia,commons,thumb,a,af,All_Gizah_Pyramids.jpg,400px-All_Gizah_Pyramids.jpg
929842498,1190146243.856,http://upload.wikimedia.org/wikipedia/en/thumb/9/91/Yin-yang-yo.gif/180px-Yin-yang-yo.gif,-,http://upload.wikimedia.org,wikipedia,en,thumb,9,91,Yin-yang-yo.gif,180px-Yin-yang-yo.gif
929842497,1190146243.829,http://en.wikipedia.org/skins-1.5/monobook/main.css?99,-,http://en.wikipedia.org,skins-1.5,monobook,main.css?99,,,,
929842499,1190146243.854,http://en.wikipedia.org/skins-1.5/monobook/external.png,-,http://en.wikipedia.org,skins-1.5,monobook,external.png,,,,
929842501,1190146243.864,http://en.wikipedia.org/skins-1.5/common/images/button_italic.png,-,http://en.wikipedia.org,skins-1.5,common,images,button_italic.png,,,
929842502,1190146243.83,http://de.wikipedia.org/skins-1.5/common/shared.css?99,-,http://de.wikipedia.org,skins-1.5,common,shared.css?99,,,,
929842503,1190146243.854,http://en.wikipedia.org/wiki/Main_Page,-,http://en.wikipedia.org,wiki,Main_Page,,,,,
929842504,1190146243.852,http://en.wikipedia.org/wiki/Hideyoshi,-,http://en.wikipedia.org,wiki,Hideyoshi,,,,,
929842506,1190146243.926,http://ja.wikipedia.org/skins-1.5/monobook/external.png,-,http://ja.wikipedia.org,skins-1.5,monobook,external.png,,,,
929842505,1190146243.848,http://upload.wikimedia.org/wikipedia/en/thumb/5/57/JungleLove.PNG/100px-JungleLove.PNG,-,http://upload.wikimedia.org,wikipedia,en,thumb,5,57,JungleLove.PNG,100px-JungleLove.PNG
929842507,1190146243.824,http://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Flag_of_Australia.svg/20px-Flag_of_Australia.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,b,b9,Flag_of_Australia.svg,20px-Flag_of_Australia.svg.png
929842508,1190146243.862,http://pt.wikipedia.org/skins-1.5/common/shared.css?99,-,http://pt.wikipedia.org,skins-1.5,common,shared.css?99,,,,
929842509,1190146243.855,http://upload.wikimedia.org/wikipedia/en/thumb/4/4c/El-Venizelos7.jpg/180px-El-Venizelos7.jpg,-,http://upload.wikimedia.org,wikipedia,en,thumb,4,4c,El-Venizelos7.jpg,180px-El-Venizelos7.jpg
929842511,1190146243.83,http://pt.wikipedia.org/wiki/Francofonia,-,http://pt.wikipedia.org,wiki,Francofonia,,,,,
929842510,1190146243.839,http://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Wiktfavicon_en.svg/16px-Wiktfavicon_en.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,c,c3,Wiktfavicon_en.svg,16px-Wiktfavicon_en.svg.png
929842512,1190146243.855,http://en.wikipedia.org/skins-1.5/common/commonPrint.css?99,-,http://en.wikipedia.org,skins-1.5,common,commonPrint.css?99,,,,
929842513,1190146243.856,http://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Wiktionary-logo-en.png/35px-Wiktionary-logo-en.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,b,b4,Wiktionary-logo-en.png,35px-Wiktionary-logo-en.png
929842515,1190146243.835,http://upload.wikimedia.org/wikipedia/he/7/70/Button_lower_letter.png,-,http://upload.wikimedia.org,wikipedia,he,7,70,Button_lower_letter.png,,
929842514,1190146243.863,"http://en.wikipedia.org/style/monobook/null?""{",-,http://en.wikipedia.org,style,monobook,"null?""{",,,,
929842517,1190146243.868,http://upload.wikimedia.org/wikipedia/commons/8/8b/Wikimedia-button-for-homepage.png,-,http://upload.wikimedia.org,wikipedia,commons,8,8b,Wikimedia-button-for-homepage.png,,
929842519,1190146243.866,http://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Diagonal_uhlopricka.jpg/220px-Diagonal_uhlopricka.jpg,-,http://upload.wikimedia.org,wikipedia,commons,thumb,3,33,Diagonal_uhlopricka.jpg,220px-Diagonal_uhlopricka.jpg
929842522,1190146243.84,http://pl.wikipedia.org/wiki/Miasta_Belgii,-,http://pl.wikipedia.org,wiki,Miasta_Belgii,,,,,
929842520,1190146243.835,http://ca.wikipedia.org/skins-1.5/common/images/button_bold.png,-,http://ca.wikipedia.org,skins-1.5,common,images,button_bold.png,,,
929842525,1190146243.868,http://en.wikipedia.org/Opera7Fixes.css,-,http://en.wikipedia.org,Opera7Fixes.css,,,,,,
929842523,1190146243.852,http://es.wikibooks.org/wiki/Aprendizaje_colaborativo,-,http://es.wikibooks.org,wiki,Aprendizaje_colaborativo,,,,,
929842524,1190146243.86,http://upload.wikimedia.org/wikipedia/en/thumb/e/ec/Testcard_d.jpg/192px-Testcard_d.jpg,-,http://upload.wikimedia.org,wikipedia,en,thumb,e,ec,Testcard_d.jpg,192px-Testcard_d.jpg
929842518,1190146243.839,http://upload.wikimedia.org/wikipedia/es/thumb/7/78/75px-Williams2.jpg,-,http://upload.wikimedia.org,wikipedia,es,thumb,7,78,75px-Williams2.jpg,
929842521,1190146243.842,http://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/USGS_logo.svg/100px-USGS_logo.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,c,cd,USGS_logo.svg,100px-USGS_logo.svg.png
929842516,1190146243.86,http://ja.wikipedia.org/wiki/%E3%82%BB%E3%82%B7%E3%83%AB%E3%83%BBB%E3%83%BB%E3%83%87%E3%83%9F%E3%83%AB,-,http://ja.wikipedia.org,wiki,%E3%82%BB%E3%82%B7%E3%83%AB%E3%83%BBB%E3%83%BB%E3%83%87%E3%83%9F%E3%83%AB,,,,,
929842526,1190146243.844,http://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Icon_tools.svg/25px-Icon_tools.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,8,8e,Icon_tools.svg,25px-Icon_tools.svg.png
929842527,1190146243.871,http://en.wikipedia.org/w/index.php?title=MediaWiki:Monobook.css&usemsgcache=yes&action=raw&ctype=text/css&smaxage=2678400,-,http://en.wikipedia.org,w,index.php?title=MediaWiki:Monobook.css&usemsgcache=yes&action=raw&ctype=text,css&smaxage=2678400,,,,
929842528,1190146243.843,http://en.wikipedia.org/skins-1.5/common/images/poweredby_mediawiki_88x31.png,-,http://en.wikipedia.org,skins-1.5,common,images,poweredby_mediawiki_88x31.png,,,
929842529,1190146243.862,http://es.wikipedia.org/w/index.php?title=-&action=raw&gen=css&maxage=2678400,-,http://es.wikipedia.org,w,index.php?title=-&action=raw&gen=css&maxage=2678400,,,,,
929842530,1190146243.84,http://en.wikipedia.org/skins-1.5/common/images/poweredby_mediawiki_88x31.png,-,http://en.wikipedia.org,skins-1.5,common,images,poweredby_mediawiki_88x31.png,,,
929842531,1190146243.837,http://upload.wikimedia.org/wikipedia/en/thumb/2/22/Scheider_all.jpg/150px-Scheider_all.jpg,-,http://upload.wikimedia.org,wikipedia,en,thumb,2,22,Scheider_all.jpg,150px-Scheider_all.jpg
929842532,1190146243.845,http://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Flag_of_Turkey.svg/22px-Flag_of_Turkey.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,b,b4,Flag_of_Turkey.svg,22px-Flag_of_Turkey.svg.png
929842533,1190146243.866,http://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Pa%C3%A7oca.jpg/180px-Pa%C3%A7oca.jpg,-,http://upload.wikimedia.org,wikipedia,commons,thumb,2,23,Pa%C3%A7oca.jpg,180px-Pa%C3%A7oca.jpg
929842534,1190146243.842,http://upload.wikimedia.org/wikipedia/commons/9/91/Qsicon_Ueberarbeiten.png,-,http://upload.wikimedia.org,wikipedia,commons,9,91,Qsicon_Ueberarbeiten.png,,
929842535,1190146243.841,http://it.wikiquote.org/skins-1.5/monobook/bullet.gif,-,http://it.wikiquote.org,skins-1.5,monobook,bullet.gif,,,,
929842536,1190146243.841,http://pl.wikipedia.org/wiki/Zaprawa_murarska,-,http://pl.wikipedia.org,wiki,Zaprawa_murarska,,,,,
929842538,1190146243.866,http://en.wikipedia.org/wiki/Legends_of_Africa,-,http://en.wikipedia.org,wiki,Legends_of_Africa,,,,,
929842537,1190146243.803,http://upload.wikimedia.org/wikipedia/commons/thumb/8/80/US_1.svg/70px-US_1.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,8,80,US_1.svg,70px-US_1.svg.png
929842540,1190146243.844,http://sv.wikipedia.org/skins-1.5/common/ajax.js?99,-,http://sv.wikipedia.org,skins-1.5,common,ajax.js?99,,,,
929842539,1190146243.859,http://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Heckert_GNU_white.svg/64px-Heckert_GNU_white.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,2,22,Heckert_GNU_white.svg,64px-Heckert_GNU_white.svg.png
929842541,1190146243.843,http://upload.wikimedia.org/wikipedia/nl/b/bc/Wiki.png,-,http://upload.wikimedia.org,wikipedia,nl,b,bc,Wiki.png,,
929842542,1190146243.866,http://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Flag_of_Turkmenistan.svg/22px-Flag_of_Turkmenistan.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,1,1b,Flag_of_Turkmenistan.svg,22px-Flag_of_Turkmenistan.svg.png
929842543,1190146243.843,http://upload.wikimedia.org/wikipedia/en/thumb/4/4a/Commons-logo.svg/30px-Commons-logo.svg.png,-,http://upload.wikimedia.org,wikipedia,en,thumb,4,4a,Commons-logo.svg,30px-Commons-logo.svg.png
929842544,1190146243.877,http://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Wikinews-logo-en.png/35px-Wikinews-logo-en.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,b,bd,Wikinews-logo-en.png,35px-Wikinews-logo-en.png
929842547,1190146243.864,http://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Flag_of_Libya.svg/22px-Flag_of_Libya.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,0,05,Flag_of_Libya.svg,22px-Flag_of_Libya.svg.png
929842545,1190146243.846,http://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Korea_unified_vertical.svg/30px-Korea_unified_vertical.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,c,c6,Korea_unified_vertical.svg,30px-Korea_unified_vertical.svg.png
929842546,1190146243.845,http://upload.wikimedia.org/wikipedia/en/thumb/6/67/Terracota_Army_soldier.jpg/150px-Terracota_Army_soldier.jpg,-,http://upload.wikimedia.org,wikipedia,en,thumb,6,67,Terracota_Army_soldier.jpg,150px-Terracota_Army_soldier.jpg
929842548,1190146243.85,http://nl.wikipedia.org/w/index.php?title=MediaWiki:Monobook.css&usemsgcache=yes&action=raw&ctype=text/css&smaxage=2678400,-,http://nl.wikipedia.org,w,index.php?title=MediaWiki:Monobook.css&usemsgcache=yes&action=raw&ctype=text,css&smaxage=2678400,,,,
929842549,1190146243.873,http://en.wikipedia.org/wiki/Timeline_of_the_Pirates_of_the_Caribbean_films,-,http://en.wikipedia.org,wiki,Timeline_of_the_Pirates_of_the_Caribbean_films,,,,,
929842551,1190146243.875,http://en.wikibooks.org/images/wiki-textbook.png,-,http://en.wikibooks.org,images,wiki-textbook.png,,,,,
929842550,1190146243.85,http://en.wikipedia.org/skins-1.5/common/images/magnify-clip.png,-,http://en.wikipedia.org,skins-1.5,common,images,magnify-clip.png,,,
929842552,1190146243.842,http://en.wikipedia.org/wiki/Male,-,http://en.wikipedia.org,wiki,Male,,,,,
929842554,1190146243.867,http://en.wikipedia.org/skins-1.5/monobook/user.gif,-,http://en.wikipedia.org,skins-1.5,monobook,user.gif,,,,
929842553,1190146243.866,http://upload.wikimedia.org/math/0/b/9/0b923ed2594a35f432cedbfc16116032.png,-,http://upload.wikimedia.org,math,0,b,9,0b923ed2594a35f432cedbfc16116032.png,,
929842555,1190146243.882,http://en.wikipedia.org/wiki/Righteous_Kill,-,http://en.wikipedia.org,wiki,Righteous_Kill,,,,,
929842556,1190146243.876,http://en.wikipedia.org/wiki/American_Civil_War,-,http://en.wikipedia.org,wiki,American_Civil_War,,,,,
929842558,1190146243.853,http://de.wikipedia.org/wiki/High_Definition_Multimedia_Interface,-,http://de.wikipedia.org,wiki,High_Definition_Multimedia_Interface,,,,,
929842557,1190146243.873,http://en.wikipedia.org/wiki/Special:Export/carolina_emerald_isle_north,-,http://en.wikipedia.org,wiki,Special:Export,carolina_emerald_isle_north,,,,
929842559,1190146243.874,http://pt.wikipedia.org/skins-1.5/monobook/bullet.gif,-,http://pt.wikipedia.org,skins-1.5,monobook,bullet.gif,,,,
929842560,1190146243.847,http://tr.wikipedia.org/skins-1.5/common/IEFixes.js?99,-,http://tr.wikipedia.org,skins-1.5,common,IEFixes.js?99,,,,
929842561,1190146243.856,http://en.wikipedia.org/skins-1.5/monobook/KHTMLFixes.css,-,http://en.wikipedia.org,skins-1.5,monobook,KHTMLFixes.css,,,,
929842562,1190146243.843,http://pl.wikipedia.org/w/index.php?title=-&action=raw&gen=js&useskin=monobook,-,http://pl.wikipedia.org,w,index.php?title=-&action=raw&gen=js&useskin=monobook,,,,,
929842563,1190146243.873,http://en.wikipedia.org/wiki/Digimon_World:_Dawn_and_Dusk,-,http://en.wikipedia.org,wiki,Digimon_World:_Dawn_and_Dusk,,,,,
929842564,1190146243.876,http://upload.wikimedia.org/wikipedia/en/1/18/Monobook-bullet.png,-,http://upload.wikimedia.org,wikipedia,en,1,18,Monobook-bullet.png,,
929842565,1190146243.852,http://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Flag_of_Mauritania.svg/22px-Flag_of_Mauritania.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,4,43,Flag_of_Mauritania.svg,22px-Flag_of_Mauritania.svg.png
929842566,1190146243.883,http://en.wikipedia.org/wiki/Bryan_Danielson,-,http://en.wikipedia.org,wiki,Bryan_Danielson,,,,,
929842567,1190146243.852,http://ca.wiktionary.org/skins-1.5/common/images/poweredby_mediawiki_88x31.png,-,http://ca.wiktionary.org,skins-1.5,common,images,poweredby_mediawiki_88x31.png,,,
929842568,1190146243.869,http://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Bush_Stencil.jpg/180px-Bush_Stencil.jpg,-,http://upload.wikimedia.org,wikipedia,commons,thumb,c,ce,Bush_Stencil.jpg,180px-Bush_Stencil.jpg
929842569,1190146243.867,http://en.wikipedia.org/w/index.php?title=-&action=raw&gen=js&useskin=monobook,-,http://en.wikipedia.org,w,index.php?title=-&action=raw&gen=js&useskin=monobook,,,,,
929842570,1190146243.852,http://upload.wikimedia.org/wikipedia/en/thumb/b/b2/Brando_apoc.jpg/150px-Brando_apoc.jpg,-,http://upload.wikimedia.org,wikipedia,en,thumb,b,b2,Brando_apoc.jpg,150px-Brando_apoc.jpg
929842571,1190146243.875,http://es.wikipedia.org/favicon.ico,-,http://es.wikipedia.org,favicon.ico,,,,,,
929842575,1190146243.882,http://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Flag_of_South_Africa.svg/22px-Flag_of_South_Africa.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,a,af,Flag_of_South_Africa.svg,22px-Flag_of_South_Africa.svg.png
929842572,1190146243.849,http://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/L%C3%BCneburger_Heide_080.jpg/180px-L%C3%BCneburger_Heide_080.jpg,-,http://upload.wikimedia.org,wikipedia,commons,thumb,7,7e,L%C3%BCneburger_Heide_080.jpg,180px-L%C3%BCneburger_Heide_080.jpg
929842576,1190146243.859,http://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Bush_taxi_minibus_type.jpg/200px-Bush_taxi_minibus_type.jpg,-,http://upload.wikimedia.org,wikipedia,commons,thumb,a,a4,Bush_taxi_minibus_type.jpg,200px-Bush_taxi_minibus_type.jpg
929842573,1190146243.881,http://en.wikipedia.org/w/index.php?title=MediaWiki:Monobook.css&usemsgcache=yes&action=raw&ctype=text/css&smaxage=2678400,-,http://en.wikipedia.org,w,index.php?title=MediaWiki:Monobook.css&usemsgcache=yes&action=raw&ctype=text,css&smaxage=2678400,,,,
929842574,1190146243.854,http://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Flag_of_Spain.svg/22px-Flag_of_Spain.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,9,9a,Flag_of_Spain.svg,22px-Flag_of_Spain.svg.png
929842577,1190146243.855,http://en.wikipedia.org/wiki/Adoptive,-,http://en.wikipedia.org,wiki,Adoptive,,,,,
929842578,1190146243.863,http://upload.wikimedia.org/math/6/c/b/6cb6dad82309ae1dc9d996c1e427d5a1.png,-,http://upload.wikimedia.org,math,6,c,b,6cb6dad82309ae1dc9d996c1e427d5a1.png,,
929842580,1190146243.882,http://en.wikipedia.org/skins-1.5/common/ajax.js?99,-,http://en.wikipedia.org,skins-1.5,common,ajax.js?99,,,,
929842579,1190146243.876,http://upload.wikimedia.org/wikipedia/commons/thumb/8/86/%E6%9B%B8.svg/50px-%E6%9B%B8.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,8,86,%E6%9B%B8.svg,50px-%E6%9B%B8.svg.png
929842582,1190146243.857,http://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Flag_of_Monaco.svg/22px-Flag_of_Monaco.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,e,ea,Flag_of_Monaco.svg,22px-Flag_of_Monaco.svg.png
929842583,1190146243.853,http://en.wikipedia.org/wiki/R._Tam_sessions,-,http://en.wikipedia.org,wiki,R._Tam_sessions,,,,,
929842581,1190146243.877,http://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Flag_of_Saint_Lucia.svg/50px-Flag_of_Saint_Lucia.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,9,9f,Flag_of_Saint_Lucia.svg,50px-Flag_of_Saint_Lucia.svg.png
929842584,1190146243.86,http://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Broom_icon.svg/40px-Broom_icon.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,2,2c,Broom_icon.svg,40px-Broom_icon.svg.png
929842585,1190146243.881,http://en.wikipedia.org/w/opensearch_desc.php,-,http://en.wikipedia.org,w,opensearch_desc.php,,,,,
929842587,1190146243.888,http://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Crystal_Clear_app_xmag.png/18px-Crystal_Clear_app_xmag.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,e,ef,Crystal_Clear_app_xmag.png,18px-Crystal_Clear_app_xmag.png
929842589,1190146243.884,http://upload.wikimedia.org/wikipedia/commons/7/74/Wikipedia-logo-es.png,-,http://upload.wikimedia.org,wikipedia,commons,7,74,Wikipedia-logo-es.png,,
929842586,1190146243.858,http://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Personal_flag_of_Queen_Elizabeth_II.svg/40px-Personal_flag_of_Queen_Elizabeth_II.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,6,60,Personal_flag_of_Queen_Elizabeth_II.svg,40px-Personal_flag_of_Queen_Elizabeth_II.svg.png
929842588,1190146243.883,http://pt.wikipedia.org/skins-1.5/common/IEFixes.js?99,-,http://pt.wikipedia.org,skins-1.5,common,IEFixes.js?99,,,,
929842590,1190146243.858,http://upload.wikimedia.org/wikipedia/it/7/7a/Francesco_Borromini.jpg,-,http://upload.wikimedia.org,wikipedia,it,7,7a,Francesco_Borromini.jpg,,
929842591,1190146243.859,http://fr.wikipedia.org/skins-1.5/common/shared.css?99,-,http://fr.wikipedia.org,skins-1.5,common,shared.css?99,,,,
929842593,1190146243.863,http://pt.wikipedia.org/skins-1.5/common/shared.css?97,-,http://pt.wikipedia.org,skins-1.5,common,shared.css?97,,,,
929842592,1190146243.885,http://upload.wikimedia.org/wikipedia/en/thumb/9/9c/Friday8.jpg/200px-Friday8.jpg,-,http://upload.wikimedia.org,wikipedia,en,thumb,9,9c,Friday8.jpg,200px-Friday8.jpg
929842594,1190146243.894,http://en.wikipedia.org/skins-1.5/monobook/main.css?99,-,http://en.wikipedia.org,skins-1.5,monobook,main.css?99,,,,
929842595,1190146243.862,http://de.wikipedia.org/wiki/Portal:Geschichte,-,http://de.wikipedia.org,wiki,Portal:Geschichte,,,,,
929842596,1190146243.887,http://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Flag_of_Italy.svg/22px-Flag_of_Italy.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,0,03,Flag_of_Italy.svg,22px-Flag_of_Italy.svg.png
929842597,1190146243.865,http://sv.wikipedia.org/wiki/Special:S%C3%B6k?search=savage+garden&go=G%C3%A5+till,-,http://sv.wikipedia.org,wiki,Special:S%C3%B6k?search=savage+garden&go=G%C3%A5+till,,,,,
929842598,1190146243.896,http://en.wikipedia.org/wiki/Evangelical_Lutheran_Conference_%26_Ministerium_of_North_America,-,http://en.wikipedia.org,wiki,Evangelical_Lutheran_Conference_%26_Ministerium_of_North_America,,,,,
929842599,1190146243.869,http://de.wikipedia.org/skins-1.5/monobook/headbg.jpg,-,http://de.wikipedia.org,skins-1.5,monobook,headbg.jpg,,,,
929842600,1190146243.868,http://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Gandhi_Salt_March.jpg/180px-Gandhi_Salt_March.jpg,-,http://upload.wikimedia.org,wikipedia,commons,thumb,7,76,Gandhi_Salt_March.jpg,180px-Gandhi_Salt_March.jpg
929842601,1190146244.01,http://ja.wikipedia.org/wiki/%E3%81%84%E3%81%9F%E3%81%A0%E3%81%8D%E3%82%B9%E3%83%88%E3%83%AA%E3%83%BC%E3%83%88DS,-,http://ja.wikipedia.org,wiki,%E3%81%84%E3%81%9F%E3%81%A0%E3%81%8D%E3%82%B9%E3%83%88%E3%83%AA%E3%83%BC%E3%83%88DS,,,,,
929842602,1190146243.896,http://en.wikipedia.org/wiki/Woody_Point%2C_Newfoundland_and_Labrador,-,http://en.wikipedia.org,wiki,Woody_Point%2C_Newfoundland_and_Labrador,,,,,
929842603,1190146243.888,http://upload.wikimedia.org/wikipedia/en/b/b6/Wikisource-logo-35px.png,-,http://upload.wikimedia.org,wikipedia,en,b,b6,Wikisource-logo-35px.png,,
929842604,1190146243.885,http://es.wikipedia.org/wiki/Violencia_dom%C3%A9stica,-,http://es.wikipedia.org,wiki,Violencia_dom%C3%A9stica,,,,,
929842605,1190146243.875,http://ru.wikipedia.org/skins-1.5/common/commonPrint.css?99,-,http://ru.wikipedia.org,skins-1.5,common,commonPrint.css?99,,,,
929842606,1190146243.881,http://en.wikipedia.org/images/wiki-en.png,-,http://en.wikipedia.org,images,wiki-en.png,,,,,
929842607,1190146243.863,http://en.wikipedia.org/w/index.php?title=MediaWiki:Common.css&usemsgcache=yes&action=raw&ctype=text/css&smaxage=2678400,-,http://en.wikipedia.org,w,index.php?title=MediaWiki:Common.css&usemsgcache=yes&action=raw&ctype=text,css&smaxage=2678400,,,,
929842608,1190146243.861,http://upload.wikimedia.org/math/0/1/7/01725323a7ad5a5ecd9e665083b9b60d.png,-,http://upload.wikimedia.org,math,0,1,7,01725323a7ad5a5ecd9e665083b9b60d.png,,
929842609,1190146243.866,http://en.wikipedia.org/w/index.php?title=-&action=raw&gen=js&useskin=monobook,-,http://en.wikipedia.org,w,index.php?title=-&action=raw&gen=js&useskin=monobook,,,,,
929842610,1190146243.894,http://upload.wikimedia.org/wikipedia/en/thumb/e/ef/Mb135c.gif/25px-Mb135c.gif,-,http://upload.wikimedia.org,wikipedia,en,thumb,e,ef,Mb135c.gif,25px-Mb135c.gif
929842611,1190146243.889,http://upload.wikimedia.org/wikipedia/en/thumb/4/4a/Commons-logo.svg/30px-Commons-logo.svg.png,-,http://upload.wikimedia.org,wikipedia,en,thumb,4,4a,Commons-logo.svg,30px-Commons-logo.svg.png
929842612,1190146243.901,http://en.wikipedia.org/w/index.php?title=MediaWiki:Common.css&usemsgcache=yes&action=raw&ctype=text/css&smaxage=2678400,-,http://en.wikipedia.org,w,index.php?title=MediaWiki:Common.css&usemsgcache=yes&action=raw&ctype=text,css&smaxage=2678400,,,,
929842613,1190146243.884,http://upload.wikimedia.org/wikipedia/en/6/61/PBY_Catalina_3-view.jpg,-,http://upload.wikimedia.org,wikipedia,en,6,61,PBY_Catalina_3-view.jpg,,
929842615,1190146243.99,http://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Flag_of_Japan.svg/25px-Flag_of_Japan.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,9,9e,Flag_of_Japan.svg,25px-Flag_of_Japan.svg.png
929842614,1190146243.869,http://de.wikipedia.org/skins-1.5/monobook/main.css?99,-,http://de.wikipedia.org,skins-1.5,monobook,main.css?99,,,,
929842616,1190146243.889,http://upload.wikimedia.org/wikipedia/en/thumb/0/0c/Metformin.png/220px-Metformin.png,-,http://upload.wikimedia.org,wikipedia,en,thumb,0,0c,Metformin.png,220px-Metformin.png
929842617,1190146243.881,http://en.wikipedia.org/skins-1.5/monobook/external.png,-,http://en.wikipedia.org,skins-1.5,monobook,external.png,,,,
929842618,1190146243.869,http://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Merge-arrows.svg/50px-Merge-arrows.svg.png,-,http://upload.wikimedia.org,wikipedia,commons,thumb,5,52,Merge-arrows.svg,50px-Merge-arrows.svg.png
929842619,1190146243.872,http://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Nokia_9210_02.jpg/300px-Nokia_9210_02.jpg,-,http://upload.wikimedia.org,wikipedia,commons,thumb,3,3a,Nokia_9210_02.jpg,300px-Nokia_9210_02.jpg
929842620,1190146243.876,http://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Bandera_pereira_colombia.jpg/150px-Bandera_pereira_colombia.jpg,-,http://upload.wikimedia.org,wikipedia,commons,thumb,5,5a,Bandera_pereira_colombia.jpg,150px-Bandera_pereira_colombia.jpg
